filename,width,height,class,xmin,ymin,xmax,ymax
288_jpg.rf.21e7fc88a76e6f4976e9497ebb2f90c8.jpg,500,500,eyes-away,130,198,376,262
20230517_174031_mp4-12_jpg.rf.228a65abecde4471af72af91b4667798.jpg,500,500,showing-paper,214,248,256,310
20230517_174031_mp4-12_jpg.rf.228a65abecde4471af72af91b4667798.jpg,500,500,showing-paper,294,246,350,304
20230517_174031_mp4-12_jpg.rf.228a65abecde4471af72af91b4667798.jpg,500,500,showing-paper,356,273,422,375
20230602_193121_mp4-28_jpg.rf.223a6720fcbf899a5c292ba008a44e9c.jpg,500,500,standing-walking,61,143,294,500
VID20230603083955_mp4-81_jpg.rf.22e51f77eef80f0d69ae85b424607561.jpg,500,500,eyes-away,128,170,160,196
VID20230603083955_mp4-81_jpg.rf.22e51f77eef80f0d69ae85b424607561.jpg,500,500,eyes-away,485,173,499,187
20230602_192714_mp4-3_jpg.rf.22f10f3338bfe6b18592c1cb3706c998.jpg,500,500,hand-gestures,275,257,375,357
image2000_180_jpg.rf.2286b32753449ac4133c99e905a84e7e.jpg,500,500,speaking,0,0,500,500
VID20230603083955_mp4-86_jpg.rf.22e07f5d7ee3ac0cc53844ede9f12f6a.jpg,500,500,phone-holding,31,196,91,270
VID20230603083955_mp4-86_jpg.rf.22e07f5d7ee3ac0cc53844ede9f12f6a.jpg,500,500,speaking,286,251,294,265
VID20230603083955_mp4-86_jpg.rf.22e07f5d7ee3ac0cc53844ede9f12f6a.jpg,500,500,standing-walking,145,193,287,335
VID20230603083955_mp4-86_jpg.rf.22e07f5d7ee3ac0cc53844ede9f12f6a.jpg,500,500,head-turn,282,214,298,274
20230602_193024_mp4-22_jpg.rf.229b0f9fe0ea9078335193a3a4a285b2.jpg,500,500,showing-paper,151,190,499,330
8_jpg.rf.2241f97047e35edee4036e26b3cbbcfb.jpg,500,500,hand-gestures,0,0,460,464
VID20230603083955_mp4-20_jpg.rf.227c4f20ae317fbe7dbd3c3cdf829c68.jpg,500,500,head-turn,72,158,144,260
VID20230603083955_mp4-20_jpg.rf.227c4f20ae317fbe7dbd3c3cdf829c68.jpg,500,500,head-turn,390,234,414,296
VID20230603083955_mp4-20_jpg.rf.227c4f20ae317fbe7dbd3c3cdf829c68.jpg,500,500,head-turn,438,100,490,168
VID20230603083955_mp4-20_jpg.rf.227c4f20ae317fbe7dbd3c3cdf829c68.jpg,500,500,head-turn,432,166,500,280
20230602_192359_mp4-33_jpg.rf.2316b08dc087bcab77be9aabbdd0952f.jpg,500,500,head-turn,230,122,324,288
269_jpg.rf.22ff7777b17b0f779fb97539ae25017f.jpg,500,500,eyes-away,202,176,410,234
20230602_193024_mp4-5_jpg.rf.23355df9f5d742cbbff7046a7b4e1513.jpg,500,500,showing-paper,57,21,267,489
20230517_174128_mp4-24_jpg.rf.2261bd51f691b4f60e5898eb8e4d4a42.jpg,500,500,phone-holding,155,244,192,305
20230517_174128_mp4-24_jpg.rf.2261bd51f691b4f60e5898eb8e4d4a42.jpg,500,500,phone-holding,259,199,297,247
20230517_174128_mp4-24_jpg.rf.2261bd51f691b4f60e5898eb8e4d4a42.jpg,500,500,phone-holding,288,252,318,313
20230602_192626_mp4-4_jpg.rf.2343a306cf810ed62b6f1c7016136599.jpg,500,500,speaking,64,184,132,252
0P1-54-_jpg.rf.236202b7a4d9cb960c145e35745c6b1e.jpg,500,500,phone-holding,180,18,322,448
20230602_192854_mp4-5_jpg.rf.23c4c0fa6bcccaadc296d1d040536513.jpg,500,500,eyes-away,162,172,332,246
20230602_193121_mp4-8_jpg.rf.238d50780db3b785a4f88b932fc92f86.jpg,500,500,standing-walking,115,128,297,500
family4_jpeg_jpg.rf.23c1db726854c9435a29d6c9365684c3.jpg,500,500,hand-gestures,83,126,142,247
family4_jpeg_jpg.rf.23c1db726854c9435a29d6c9365684c3.jpg,500,500,hand-gestures,134,106,205,244
20230602_192341_mp4-10_jpg.rf.2366989a25ac63f316c4671e6a27f298.jpg,500,500,eyes-away,269,248,347,294
20230517_174215_mp4-24_jpg.rf.23bce64f59ab998ca1ccfb78d5b10d78.jpg,500,500,standing-walking,316,123,454,261
20230517_174215_mp4-24_jpg.rf.23bce64f59ab998ca1ccfb78d5b10d78.jpg,500,500,standing-walking,404,2,500,486
20230517_174215_mp4-24_jpg.rf.23bce64f59ab998ca1ccfb78d5b10d78.jpg,500,500,standing-walking,134,94,194,348
20230517_174128_mp4-7_jpg.rf.23d133fd2f4cf898af8b99b2660628b1.jpg,500,500,phone-holding,133,240,179,286
20230517_174128_mp4-7_jpg.rf.23d133fd2f4cf898af8b99b2660628b1.jpg,500,500,phone-holding,272,256,304,306
20230517_174128_mp4-7_jpg.rf.23d133fd2f4cf898af8b99b2660628b1.jpg,500,500,phone-holding,224,316,280,388
0P1-51-_jpg.rf.23e345cb3963f5368be1098c4e45caa0.jpg,500,500,phone-holding,40,24,465,472
0P1-38-_jpg.rf.23c642894d9966df38aaf7c64156a7a7.jpg,500,500,phone-holding,64,4,489,438
0P1-65-_jpg.rf.23f5b6cec300f74a2b56ff95f5882708.jpg,500,500,phone-holding,193,137,243,177
family1_jpeg_jpg.rf.229b8b4c4face2b8bb74503489a73bd8.jpg,500,500,hand-gestures,172,219,248,295
family1_jpeg_jpg.rf.229b8b4c4face2b8bb74503489a73bd8.jpg,500,500,hand-gestures,243,224,285,308
20230602_192359_mp4-20_jpg.rf.23467357070e883aaf6c9d54ff82493e.jpg,500,500,head-turn,208,136,352,280
VID20230603083955_mp4-30_jpg.rf.2406803a5c1e25dbcfa10720b0221e70.jpg,500,500,head-turn,362,204,392,239
VID20230603083955_mp4-37_jpg.rf.2325490a1d3b0a6c2284678f5899f64e.jpg,500,500,speaking,29,154,43,170
VID20230603083955_mp4-37_jpg.rf.2325490a1d3b0a6c2284678f5899f64e.jpg,500,500,hand-gestures,435,103,456,135
VID20230603083955_mp4-37_jpg.rf.2325490a1d3b0a6c2284678f5899f64e.jpg,500,500,hand-gestures,310,217,325,252
VID20230603083955_mp4-51_jpg.rf.23cde53a762891c1b83d6c3503f04ae1.jpg,500,500,head-turn,263,251,295,313
VID20230603083955_mp4-51_jpg.rf.23cde53a762891c1b83d6c3503f04ae1.jpg,500,500,head-turn,50,169,112,260
VID20230603083955_mp4-51_jpg.rf.23cde53a762891c1b83d6c3503f04ae1.jpg,500,500,head-turn,384,173,426,236
20230602_193121_mp4-33_jpg.rf.2324d79ea4b643fd57332c096c5c4054.jpg,500,500,standing-walking,123,107,485,500
image2001_42_jpg.rf.2425880e994235f09dfa4030977d7a89.jpg,500,500,speaking,0,0,500,500
20230602_192728_mp4-8_jpg.rf.242062cd271a2284b07901005e1d1415.jpg,500,500,hand-gestures,289,80,349,202
0P1-102-_jpg.rf.243eb93660d33f23113cfcad8050c7bb.jpg,500,500,phone-holding,272,276,401,410
20230602_192728_mp4-21_jpg.rf.2270f876953612b3e1f55af01bfa1567.jpg,500,500,hand-gestures,321,94,383,222
help7_jpeg_jpg.rf.23f1698a75e83be7b62bafa217564e3b.jpg,500,500,hand-gestures,125,225,305,405
20230517_173712_mp4-7_jpg.rf.23f032d38d758af85dad814f8f8a833a.jpg,500,500,head-turn,54,153,206,305
20230517_173712_mp4-7_jpg.rf.23f032d38d758af85dad814f8f8a833a.jpg,500,500,head-turn,200,166,300,370
20230517_173712_mp4-7_jpg.rf.23f032d38d758af85dad814f8f8a833a.jpg,500,500,head-turn,296,156,442,374
20230602_192714_mp4-2_jpg.rf.246d3a9495c9771527623e3640a9b9f0.jpg,500,500,hand-gestures,300,230,368,347
family10_jpeg_jpg.rf.243ef0101063c0fa9250c4b4b088a320.jpg,500,500,hand-gestures,141,122,210,232
family10_jpeg_jpg.rf.243ef0101063c0fa9250c4b4b088a320.jpg,500,500,hand-gestures,304,112,368,245
0P1-47-_jpg.rf.2470c28fc7ef930552eca5c3652a037b.jpg,500,500,phone-holding,85,205,170,399
20230517_174128_mp4-3_jpg.rf.24bfa119b07024d8c068bbdd87fa8ea3.jpg,500,500,phone-holding,170,232,203,291
20230517_174128_mp4-3_jpg.rf.24bfa119b07024d8c068bbdd87fa8ea3.jpg,500,500,phone-holding,274,236,314,279
20230517_174128_mp4-3_jpg.rf.24bfa119b07024d8c068bbdd87fa8ea3.jpg,500,500,phone-holding,271,295,328,359
20230602_192728_mp4-54_jpg.rf.243f5b5f87664922c43d03609c394462.jpg,500,500,hand-gestures,290,66,378,230
20230602_192359_mp4-28_jpg.rf.24874f5b31cc7190d7996ecf7babf106.jpg,500,500,head-turn,240,124,334,288
20230517_173712_mp4-6_jpg.rf.24591a1a52d3ddfea22986807107409a.jpg,500,500,head-turn,68,100,171,260
20230517_173712_mp4-6_jpg.rf.24591a1a52d3ddfea22986807107409a.jpg,500,500,head-turn,186,105,279,281
20230517_173712_mp4-6_jpg.rf.24591a1a52d3ddfea22986807107409a.jpg,500,500,head-turn,295,108,423,335
20230517_174128_mp4-20_jpg.rf.2489dba764c72a2329fe5b044dd5da0d.jpg,500,500,phone-holding,192,246,254,308
20230517_174128_mp4-20_jpg.rf.2489dba764c72a2329fe5b044dd5da0d.jpg,500,500,phone-holding,272,210,318,264
20230517_174128_mp4-20_jpg.rf.2489dba764c72a2329fe5b044dd5da0d.jpg,500,500,phone-holding,338,260,388,312
20230517_173830_mp4-14_jpg.rf.2485708ec84b9b39ad00ac658c441223.jpg,500,500,hand-gestures,222,201,245,257
20230602_192626_mp4-15_jpg.rf.245ebbf8c51c6b4023fc8e0744dcaf45.jpg,500,500,speaking,215,197,257,253
VID20230603083955_mp4-24_jpg.rf.244319987af7b22513a79d582c97ed93.jpg,500,500,head-turn,346,202,394,248
VID20230603083955_mp4-24_jpg.rf.244319987af7b22513a79d582c97ed93.jpg,500,500,head-turn,270,98,324,158
VID20230603083955_mp4-24_jpg.rf.244319987af7b22513a79d582c97ed93.jpg,500,500,head-turn,132,204,172,266
20230602_192714_mp4-6_jpg.rf.24ca4657ba928814bce1c794ac50e5d1.jpg,500,500,hand-gestures,296,232,372,368
20230602_192728_mp4-59_jpg.rf.2494808971dfc9afd5b68444e84e9e8b.jpg,500,500,hand-gestures,246,61,336,211
20230517_174031_mp4-1_jpg.rf.22fef319844c434474fc70932b2a0e70.jpg,500,500,showing-paper,172,222,210,279
20230517_174031_mp4-1_jpg.rf.22fef319844c434474fc70932b2a0e70.jpg,500,500,showing-paper,250,264,300,371
i_jpg.rf.23fa8c5ac25f1edfd4f47f9a720e1e0a.jpg,500,500,hand-gestures,88,49,436,399
VID20230603083955_mp4-97_jpg.rf.2440038748e1016a5b1e4ca1efdf343b.jpg,500,500,hand-gestures,218,189,242,243
VID20230603083955_mp4-97_jpg.rf.2440038748e1016a5b1e4ca1efdf343b.jpg,500,500,phone-holding,218,200,244,226
VID20230603083955_mp4-97_jpg.rf.2440038748e1016a5b1e4ca1efdf343b.jpg,500,500,phone-holding,425,291,451,317
VID20230603083955_mp4-97_jpg.rf.2440038748e1016a5b1e4ca1efdf343b.jpg,500,500,head-turn,57,168,129,238
VID20230603083955_mp4-97_jpg.rf.2440038748e1016a5b1e4ca1efdf343b.jpg,500,500,head-turn,165,165,195,227
VID20230603083955_mp4-97_jpg.rf.2440038748e1016a5b1e4ca1efdf343b.jpg,500,500,head-turn,287,133,337,183
VID20230603083955_mp4-97_jpg.rf.2440038748e1016a5b1e4ca1efdf343b.jpg,500,500,head-turn,348,191,374,251
20230602_192714_mp4-3_jpg.rf.25174145c3aa634442002aa35bf62520.jpg,500,500,hand-gestures,268,199,372,303
VID20230603083955_mp4-24_jpg.rf.24d9a26df10e9200d3f9fd69a01d9a41.jpg,500,500,head-turn,354,194,386,256
VID20230603083955_mp4-24_jpg.rf.24d9a26df10e9200d3f9fd69a01d9a41.jpg,500,500,head-turn,270,98,324,158
VID20230603083955_mp4-24_jpg.rf.24d9a26df10e9200d3f9fd69a01d9a41.jpg,500,500,head-turn,126,209,178,261
20230517_173712_mp4-13_jpg.rf.24f1c14bf789d98d5d17ebd1fea5fc86.jpg,500,500,head-turn,10,91,154,296
20230517_173712_mp4-13_jpg.rf.24f1c14bf789d98d5d17ebd1fea5fc86.jpg,500,500,head-turn,191,114,296,305
20230517_173712_mp4-13_jpg.rf.24f1c14bf789d98d5d17ebd1fea5fc86.jpg,500,500,head-turn,280,85,394,273
hello2_jpg.rf.24db3a92fb11b6e4d3471abca1f41daf.jpg,500,500,hand-gestures,352,117,466,281
VID20230603083955_mp4-10_jpg.rf.25113ec7f083d861438bff42f630513e.jpg,500,500,head-turn,22,170,102,250
VID20230603083955_mp4-10_jpg.rf.25113ec7f083d861438bff42f630513e.jpg,500,500,head-turn,77,104,127,210
VID20230603083955_mp4-10_jpg.rf.25113ec7f083d861438bff42f630513e.jpg,500,500,phone-holding,230,252,266,316
VID20230603083955_mp4-10_jpg.rf.25113ec7f083d861438bff42f630513e.jpg,500,500,phone-holding,115,257,149,289
20230602_192912_mp4-7_jpg.rf.24628a07f114ce2be32314bd80c7b8ad.jpg,500,500,eyes-away,69,108,211,178
0P1-104-_jpg.rf.25357a2106a6fb79ae985b1cfc47d49c.jpg,500,500,phone-holding,132,256,214,326
20230602_192728_mp4-27_jpg.rf.25213d6c2e0637b2cd386d179c6715f2.jpg,500,500,hand-gestures,190,48,246,232
Arguing_061_mp4-7_jpg.rf.253c78b57699bddd1e5449affe2233ee.jpg,500,500,speaking,308,119,368,237
Arguing_061_mp4-7_jpg.rf.253c78b57699bddd1e5449affe2233ee.jpg,500,500,speaking,178,40,232,136
Arguing_061_mp4-7_jpg.rf.253c78b57699bddd1e5449affe2233ee.jpg,500,500,speaking,5,19,91,185
Arguing_061_mp4-7_jpg.rf.253c78b57699bddd1e5449affe2233ee.jpg,500,500,speaking,387,189,415,259
house1_jpeg_jpg.rf.2566fe8480c20fbb72b0bd387d461005.jpg,500,500,hand-gestures,168,168,292,302
house1_jpeg_jpg.rf.2566fe8480c20fbb72b0bd387d461005.jpg,500,500,hand-gestures,260,178,374,312
image2001_42_jpg.rf.254e68523adc6b092c30964b8668dbef.jpg,500,500,speaking,0,0,500,500
20230517_174031_mp4-26_jpg.rf.256e6b117bb9ca64d9b4d0b57c21ab83.jpg,500,500,showing-paper,137,242,190,295
20230517_174031_mp4-26_jpg.rf.256e6b117bb9ca64d9b4d0b57c21ab83.jpg,500,500,showing-paper,259,256,333,346
20230517_174031_mp4-26_jpg.rf.256e6b117bb9ca64d9b4d0b57c21ab83.jpg,500,500,showing-paper,208,220,255,286
20230517_173830_mp4-3_jpg.rf.25bc6ebe5641eb5390d9687d6e6b6f39.jpg,500,500,hand-gestures,230,237,261,301
20230517_173830_mp4-3_jpg.rf.25bc6ebe5641eb5390d9687d6e6b6f39.jpg,500,500,hand-gestures,144,213,179,266
20230517_173830_mp4-3_jpg.rf.25bc6ebe5641eb5390d9687d6e6b6f39.jpg,500,500,hand-gestures,278,245,299,306
0P1-118-_jpg.rf.25d5179a9f4ff4f9a775750854e2f56c.jpg,500,500,phone-holding,90,46,432,500
20230602_192626_mp4-17_jpg.rf.25cd330907c01c470f5c7a1b6e5283f5.jpg,500,500,speaking,136,180,177,224
20230517_174128_mp4-23_jpg.rf.25ae331fcbe39812724645835c10a740.jpg,500,500,phone-holding,132,265,182,313
20230517_174128_mp4-23_jpg.rf.25ae331fcbe39812724645835c10a740.jpg,500,500,phone-holding,238,224,274,290
20230517_174128_mp4-23_jpg.rf.25ae331fcbe39812724645835c10a740.jpg,500,500,phone-holding,268,288,310,354
20230602_192359_mp4-46_jpg.rf.25d598cd3826266b5176c331e12eb0f3.jpg,500,500,head-turn,236,96,368,230
Writting_on_Textbook_078_mp4-1_jpg.rf.25d6ee0392640bd4629d4e1a77ef9209.jpg,500,500,showing-paper,410,111,499,256
20230517_173830_mp4-1_jpg.rf.25a61d5820724a10f878f88deb0972f3.jpg,500,500,hand-gestures,245,214,291,335
20230517_173830_mp4-1_jpg.rf.25a61d5820724a10f878f88deb0972f3.jpg,500,500,hand-gestures,170,193,203,236
20230602_192626_mp4-3_jpg.rf.26048a6f8eebd8bd5e86178b327e2493.jpg,500,500,speaking,120,162,167,247
VID20230603083955_mp4-16_jpg.rf.26111f2de4ed71e782d0025fb6c3c9bf.jpg,500,500,phone-holding,230,276,264,326
VID20230603083955_mp4-16_jpg.rf.26111f2de4ed71e782d0025fb6c3c9bf.jpg,500,500,head-turn,346,238,386,278
VID20230603083955_mp4-16_jpg.rf.26111f2de4ed71e782d0025fb6c3c9bf.jpg,500,500,head-turn,405,107,467,169
0P1-151-_jpg.rf.25dace3f25ca272506255d9ec9db2dd6.jpg,500,500,phone-holding,301,204,377,252
hello4_jpg.rf.261f724613439695095a930cafa8f420.jpg,500,500,hand-gestures,64,214,200,352
20230517_174215_mp4-13_jpg.rf.26695cc45c6dc6ba0555037802f29663.jpg,500,500,standing-walking,197,71,306,499
20230517_174215_mp4-13_jpg.rf.26695cc45c6dc6ba0555037802f29663.jpg,500,500,standing-walking,136,110,184,482
20230602_192626_mp4-7_jpg.rf.262effb16e6a1114899edf309e04453c.jpg,500,500,speaking,152,181,198,259
0P1-14-_jpg.rf.261807c664902a8b20aa1b07b7effba9.jpg,500,500,phone-holding,214,145,286,245
0P1-13-_jpg.rf.24d3061e27a36f52d03e418d1c000c5d.jpg,500,500,phone-holding,91,0,437,488
228_jpg.rf.2638cfd22053e346f5b807050fdc248a.jpg,500,500,eyes-away,190,158,306,219
20230517_174215_mp4-9_jpg.rf.25e1bfe889aa4adb82023de52ee5178d.jpg,500,500,standing-walking,294,154,349,379
20230517_174215_mp4-9_jpg.rf.25e1bfe889aa4adb82023de52ee5178d.jpg,500,500,standing-walking,229,142,279,444
20230517_174215_mp4-9_jpg.rf.25e1bfe889aa4adb82023de52ee5178d.jpg,500,500,standing-walking,143,93,254,497
Arguing_061_mp4-7_jpg.rf.26a81e4171b1403703695f9f521f5a1e.jpg,500,500,speaking,294,134,382,222
Arguing_061_mp4-7_jpg.rf.26a81e4171b1403703695f9f521f5a1e.jpg,500,500,speaking,178,40,232,136
Arguing_061_mp4-7_jpg.rf.26a81e4171b1403703695f9f521f5a1e.jpg,500,500,speaking,5,19,91,185
Arguing_061_mp4-7_jpg.rf.26a81e4171b1403703695f9f521f5a1e.jpg,500,500,speaking,376,200,426,248
cov-aish_jpg.rf.25bddc6fd6c25fb1e04725e20b704df8.jpg,500,500,eyes-away,302,166,384,222
20230517_173830_mp4-8_jpg.rf.26530072212b52984028f5a2d5eb37d1.jpg,500,500,hand-gestures,124,162,172,210
20230517_173830_mp4-8_jpg.rf.26530072212b52984028f5a2d5eb37d1.jpg,500,500,hand-gestures,262,154,286,210
20230517_173830_mp4-8_jpg.rf.26530072212b52984028f5a2d5eb37d1.jpg,500,500,hand-gestures,249,262,283,296
20230517_173830_mp4-8_jpg.rf.26530072212b52984028f5a2d5eb37d1.jpg,500,500,hand-gestures,336,229,380,273
20230602_192854_mp4-1_jpg.rf.262b6b35189c27911bb034d26fffecab.jpg,500,500,eyes-away,176,204,346,278
20230602_192626_mp4-24_jpg.rf.26f37db18aae24782e3b7bf08be8eb3f.jpg,500,500,speaking,208,190,240,234
20230517_173712_mp4-7_jpg.rf.26f86f6d1937a1216df5940a99a0f5b5.jpg,500,500,head-turn,42,149,182,289
20230517_173712_mp4-7_jpg.rf.26f86f6d1937a1216df5940a99a0f5b5.jpg,500,500,head-turn,188,150,272,346
20230517_173712_mp4-7_jpg.rf.26f86f6d1937a1216df5940a99a0f5b5.jpg,500,500,head-turn,265,149,435,319
VID20230603083955_mp4-30_jpg.rf.271486fb78e75c82c52f115b787e282a.jpg,500,500,head-turn,343,215,375,249
20230517_174215_mp4-7_jpg.rf.263c8a217bb7bbb981e972b96bd6e78e.jpg,500,500,standing-walking,153,92,221,500
20230517_174215_mp4-7_jpg.rf.263c8a217bb7bbb981e972b96bd6e78e.jpg,500,500,standing-walking,199,124,228,322
20230517_174215_mp4-7_jpg.rf.263c8a217bb7bbb981e972b96bd6e78e.jpg,500,500,standing-walking,204,26,349,500
20230517_174215_mp4-7_jpg.rf.263c8a217bb7bbb981e972b96bd6e78e.jpg,500,500,standing-walking,119,125,161,331
20230602_192626_mp4-27_jpg.rf.277f0d8640acc9455f61a797f049c2c9.jpg,500,500,speaking,246,175,274,239
20230517_174031_mp4-17_jpg.rf.276e199d6460bdc746582720d9ea33c2.jpg,500,500,showing-paper,199,215,263,279
20230517_174031_mp4-17_jpg.rf.276e199d6460bdc746582720d9ea33c2.jpg,500,500,showing-paper,279,226,335,282
20230517_174031_mp4-17_jpg.rf.276e199d6460bdc746582720d9ea33c2.jpg,500,500,showing-paper,292,258,332,364
20230517_174119_mp4-1_jpg.rf.26e45138b4bded23612b976f693d06e2.jpg,500,500,showing-paper,322,266,368,340
0P1-44-_jpg.rf.268f95e9a51e80c09a4f9ace4ef63c69.jpg,500,500,phone-holding,126,82,444,400
20230602_193121_mp4-9_jpg.rf.2749634bc444568392514b2452e32491.jpg,500,500,standing-walking,254,78,497,486
20230517_173830_mp4-25_jpg.rf.27444a2ef68aa19be1071107c2ac4051.jpg,500,500,hand-gestures,284,162,316,228
VID20230603083955_mp4-46_jpg.rf.2730d01327d7973ae2ec46674d233621.jpg,500,500,head-turn,38,174,114,250
VID20230603083955_mp4-46_jpg.rf.2730d01327d7973ae2ec46674d233621.jpg,500,500,head-turn,253,226,283,292
283_jpg.rf.27ba9d52d2d72aef5dcd5aaf63342218.jpg,500,500,eyes-away,227,198,373,254
20230517_174031_mp4-30_jpg.rf.271ab9a246884c4a8142141af45dcd39.jpg,500,500,showing-paper,142,270,186,340
20230517_174031_mp4-30_jpg.rf.271ab9a246884c4a8142141af45dcd39.jpg,500,500,showing-paper,200,242,252,294
20230517_174031_mp4-30_jpg.rf.271ab9a246884c4a8142141af45dcd39.jpg,500,500,showing-paper,286,264,356,358
image2000_144_jpg.rf.27d644d1a8bc335f3af51c8de20045c1.jpg,500,500,speaking,74,24,463,490
VID20230603083955_mp4-42_jpg.rf.2770682d1fe788c385256219138973e6.jpg,500,500,head-turn,54,152,120,264
20230517_174128_mp4-22_jpg.rf.278646d1f165133affe28222870b9fc7.jpg,500,500,phone-holding,338,272,390,346
20230517_174128_mp4-22_jpg.rf.278646d1f165133affe28222870b9fc7.jpg,500,500,phone-holding,282,216,336,270
20230517_174128_mp4-22_jpg.rf.278646d1f165133affe28222870b9fc7.jpg,500,500,phone-holding,190,254,250,322
0P1-38-_jpg.rf.26d2bd80d5f64631e6b9e50046f7d886.jpg,500,500,phone-holding,61,18,443,440
20230517_174031_mp4-16_jpg.rf.27ea148dbe5538b2f772b1cea6f66d9f.jpg,500,500,showing-paper,200,206,244,294
20230517_174031_mp4-16_jpg.rf.27ea148dbe5538b2f772b1cea6f66d9f.jpg,500,500,showing-paper,268,218,320,272
20230517_174031_mp4-16_jpg.rf.27ea148dbe5538b2f772b1cea6f66d9f.jpg,500,500,showing-paper,296,252,342,374
VID20230603083955_mp4-66_jpg.rf.27fd909894de0a7fcd24657d41826916.jpg,500,500,phone-holding,167,243,181,281
VID20230603083955_mp4-66_jpg.rf.27fd909894de0a7fcd24657d41826916.jpg,500,500,head-turn,33,130,59,202
VID20230603083955_mp4-66_jpg.rf.27fd909894de0a7fcd24657d41826916.jpg,500,500,head-turn,78,168,124,269
VID20230603083955_mp4-66_jpg.rf.27fd909894de0a7fcd24657d41826916.jpg,500,500,head-turn,446,105,483,172
VID20230603083955_mp4-66_jpg.rf.27fd909894de0a7fcd24657d41826916.jpg,500,500,head-turn,284,202,317,287
VID20230603083955_mp4-66_jpg.rf.27fd909894de0a7fcd24657d41826916.jpg,500,500,eyes-away,290,224,307,240
Arguing_030_mp4-0_jpg.rf.27dc16c0874cafad592ae3947e58fe9a.jpg,500,500,speaking,271,161,349,320
Arguing_030_mp4-0_jpg.rf.27dc16c0874cafad592ae3947e58fe9a.jpg,500,500,speaking,136,145,219,367
Arguing_030_mp4-0_jpg.rf.27dc16c0874cafad592ae3947e58fe9a.jpg,500,500,speaking,347,227,500,494
20230602_192728_mp4-38_jpg.rf.26e2052dd86489faed392735d5fdee6f.jpg,500,500,hand-gestures,165,37,293,165
20230602_192359_mp4-35_jpg.rf.27f1d865a2384dd4356546fb55ec07c9.jpg,500,500,head-turn,206,94,302,256
20230602_192912_mp4-13_jpg.rf.27ef3491f3619f3eff4c66a3849c9441.jpg,500,500,eyes-away,128,143,246,189
20230602_192854_mp4-8_jpg.rf.278b69dba6ee130c127c721f85765339.jpg,500,500,eyes-away,157,165,339,258
0P1-100-_jpg.rf.274539eb64fa6d4df57dd777dd942611.jpg,500,500,phone-holding,40,115,97,190
0P1-100-_jpg.rf.274539eb64fa6d4df57dd777dd942611.jpg,500,500,phone-holding,341,199,394,264
0P1-100-_jpg.rf.274539eb64fa6d4df57dd777dd942611.jpg,500,500,phone-holding,55,243,108,312
0P1-100-_jpg.rf.274539eb64fa6d4df57dd777dd942611.jpg,500,500,phone-holding,70,312,158,394
0P1-100-_jpg.rf.274539eb64fa6d4df57dd777dd942611.jpg,500,500,phone-holding,314,328,394,394
0P1-100-_jpg.rf.274539eb64fa6d4df57dd777dd942611.jpg,500,500,phone-holding,204,281,268,341
ily6_jpeg_jpg.rf.27420fde63a268e9dcb03ee75768d0a7.jpg,500,500,hand-gestures,43,71,266,407
20230602_192626_mp4-22_jpg.rf.2800afe99515e24210d2cfd87449bde3.jpg,500,500,speaking,150,205,192,258
20230602_193024_mp4-3_jpg.rf.2758967c99213ff3e71e5def29799a8f.jpg,500,500,showing-paper,158,20,315,488
20230517_174128_mp4-2_jpg.rf.2800cd688ff1620e04ad6f4fa840bd0a.jpg,500,500,phone-holding,174,232,210,300
20230517_174128_mp4-2_jpg.rf.2800cd688ff1620e04ad6f4fa840bd0a.jpg,500,500,phone-holding,280,233,304,277
20230517_174128_mp4-2_jpg.rf.2800cd688ff1620e04ad6f4fa840bd0a.jpg,500,500,phone-holding,293,282,343,332
20230602_192728_mp4-18_jpg.rf.289973f5ca4429a04e700ffc749647e6.jpg,500,500,hand-gestures,231,42,291,226
Arguing_028_mp4-6_jpg.rf.288c0e5c302fb311ccd5e4473868c934.jpg,500,500,speaking,140,110,266,328
Arguing_028_mp4-6_jpg.rf.288c0e5c302fb311ccd5e4473868c934.jpg,500,500,speaking,271,145,346,295
0P1-115-_jpg.rf.27b48b4ade5ed463fd8c4eb2ca7d3ed2.jpg,500,500,phone-holding,158,19,337,453
20230602_192728_mp4-62_jpg.rf.274694aabec0209aa51e5e9e3ce550b5.jpg,500,500,hand-gestures,284,230,370,316
20230602_192341_mp4-10_jpg.rf.287eeec60731bfa0747fa8cfaa6b7d1b.jpg,500,500,eyes-away,269,248,347,294
hello4_jpg.rf.282e8b2f85ace3a1454fac2dd039f9fe.jpg,500,500,hand-gestures,102,222,206,370
20230602_193121_mp4-9_jpg.rf.28a20767d0f3e97659f94383ac192e9e.jpg,500,500,standing-walking,196,134,459,497
0P1-78-_jpg.rf.290a67bf62cec80c8de00978ad300d4a.jpg,500,500,phone-holding,269,264,341,354
0P1-64-_jpg.rf.280faa4c810a851097df5adb83e94611.jpg,500,500,phone-holding,126,0,426,470
0P1-145-_jpg.rf.280ca0c0a5389a421424910b7cd4be63.jpg,500,500,phone-holding,295,76,359,310
VID20230603083955_mp4-102_jpg.rf.28f11261fb19b425abdacdd5b552ab63.jpg,500,500,phone-holding,26,222,78,316
VID20230603083955_mp4-102_jpg.rf.28f11261fb19b425abdacdd5b552ab63.jpg,500,500,head-turn,53,184,111,242
VID20230603083955_mp4-102_jpg.rf.28f11261fb19b425abdacdd5b552ab63.jpg,500,500,head-turn,173,162,199,224
